iteration_id,strategy,global_mse,global_r2,var_mse_across_horizons,colsample_bytree,learning_rate,max_depth,n_estimators,subsample,is_best
27,bayes,0.071190139980086,0.41406174289792064,0.0006302451447768743,0.9359240731119689,0.051572438590541864,1,150,0.7,False
28,bayes,0.08351533222230854,0.3126178959989526,0.0012693551404732216,0.7758054310577094,0.07146534284617793,2,99,0.8278707126904745,False
29,bayes,0.07251006857364661,0.4031979258043392,0.0006558658521319999,0.729970169944912,0.05,1,100,0.7,False
30,bayes,0.07684630703318941,0.36750803945105714,0.0008511527217946438,0.823763131322897,0.05,2,39,0.7,False
31,bayes,0.0735969992119565,0.39425182394275693,0.0006733975315525972,0.9919852564777509,0.2,1,29,0.942009998283906,False
32,bayes,0.07403621468490304,0.390636812808033,0.0006661826541362516,0.8709958975910413,0.2,1,61,0.8139145413503899,False
33,bayes,0.07147372507737589,0.41172766464364785,0.0006384709772862323,1.0,0.05,1,135,0.7,False
34,bayes,0.0798197831444246,0.3430345181089275,0.0011040461887556138,0.935111514580321,0.05,2,63,0.9633780373096444,False
35,bayes,0.08577177831442537,0.2940459688917777,0.0013552781514295164,0.721424912464474,0.2,2,24,0.7924497338629879,False
36,bayes,0.1069952896346458,0.11936353062104488,0.002304988102014918,0.7215879615848413,0.2,2,82,0.8840938563133831,False
37,bayes,0.09323423404984948,0.23262540828410183,0.001707596851346011,0.9426802931287164,0.2,2,50,0.9605196322251452,False
38,bayes,0.07501224975656154,0.3826034490737007,0.0006096033040403481,0.9753637162465876,0.05,1,65,0.9636399500361006,False
39,bayes,0.07169309923373426,0.40992208158304655,0.0006448358368658565,0.9638810198280214,0.05,1,122,0.7,False
40,bayes,0.08476971624092876,0.30229355072006125,0.0002770773626932482,0.8817411037795232,0.05,1,28,0.7187211172523903,False
41,bayes,0.09034364504738056,0.256416718184305,0.001255047703762423,1.0,0.05,6,22,0.7,False
42,bayes,0.1196716053180437,0.015029723719082844,0.002790575773268085,0.8741403553603079,0.05,6,107,0.9373966124770081,False
43,bayes,0.07311126111235969,0.39824974465994434,0.0006417854565893889,0.974567564753532,0.11982676613958118,1,37,0.7,False
44,bayes,0.0812137184543413,0.33156158061738605,0.0011544373503957278,0.9669096817047089,0.05,2,121,0.7432697706221963,False
45,bayes,0.08498673469455276,0.3005073565292502,0.001167625139027276,0.984674829627364,0.05,3,47,0.8261116260464376,False
46,bayes,0.07593096837644128,0.37504183468370034,0.0007356517187635832,0.762253115680685,0.1953229440584975,1,87,0.9383990536747974,False
47,bayes,0.08216401702400382,0.3237400439861837,0.0008504426477164768,0.9108819822608822,0.05102573820884637,3,24,0.9281642950984865,False
48,bayes,0.07152852750824881,0.41127660722418447,0.0006236755115449664,0.7044724720186452,0.09994278383107601,1,71,0.7756545655468818,False
49,bayes,0.09988216834437627,0.17790885575373994,0.001770395814363181,0.9498360877391412,0.05021652986769157,4,90,0.7103875659323661,False
50,bayes,0.07337001241367601,0.3961200636878519,0.0006704523513229776,0.7863647088741009,0.10964359827706233,1,129,0.7662884483187711,False
51,bayes,0.13912715805132628,-0.14510133744593268,0.0035817060801210574,0.9526279993793205,0.19759850869283674,6,49,0.7901871718838858,False
52,bayes,0.12965236616965473,-0.06711802342092121,3.0334761774296507e-05,0.9208157963532291,0.05027598989743835,5,2,0.9188250011455364,False
53,bayes,0.07208459123741566,0.4066998636976674,0.0006611344857392642,0.8241246703355392,0.11450665627874795,1,54,0.9642855205430465,False
54,bayes,0.07966241098776451,0.3443297869090115,0.0011008127887261298,0.9840704058745715,0.0912843569097925,2,26,0.9738117941393745,False
55,bayes,0.08887719517215047,0.26848649476095154,0.0014346700788295174,0.8711791997481839,0.050902615499355555,5,38,0.7404720329854537,False
